PLAYER_NAME,PLAYER_ID,TEAM_NAME_x,LOCATION,MIN_x,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB_x,REB,AST,TOV,STL_x,BLK_x,BLKA,PF,PFD,PTS,PLUS_MINUS,Efficiency,Season Type,GP_x,W_x,L_x,Logo_URL,DISPLAY_FIRST_LAST_x,TEAM_ID,TEAM_ABBREVIATION,HEADSHOT_URL,DISPLAY_FIRST_LAST_y,POSITION,TEAM_NAME_y,GP_y,W_y,L_y,W_PCT,MIN_y,DEF_RATING,DREB_y,DREB_PCT,STL_y,BLK_y,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,STL_RANK,BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,Conference,W_rate
Dominick Barlow,1631230,San Antonio Spurs,AWAY,14.06,2.38,3.94,0.47,0.12,0.31,0.09,0.75,0.88,0.33,1.69,1.94,3.62,1.56,0.44,0.25,0.5,0.31,1.81,0.81,5.62,-1.5,9.44,Regular Season,82,22,60,https://loodibee.com/wp-content/uploads/san-antonio-spurs-2002-2017.png,Dominick Barlow,1610612759,SAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1631230.png,Dominick Barlow,Forward,San Antonio Spurs,82,22,60,0.268,3966,115.6,2778,0.721,584,520,1526,1167,1187,4490,1,26,26,26,7,21,8,13,22,3,27,23,17,28,West,26.82926829
Donovan Mitchell,1628378,Cleveland Cavaliers,AWAY,35.54,9.35,20.08,0.46,3.58,9.12,0.38,5.35,6,0.89,0.92,4.42,5.35,5.62,2.96,1.73,0.65,1.15,2.38,4.62,27.62,6.62,26.62,Regular Season,82,48,34,https://loodibee.com/wp-content/uploads/cleveland-cavaliers-2010-2017.png,Donovan Mitchell,1610612739,CLE,https://cdn.nba.com/headshots/nba/latest/1040x760/1628378.png,Donovan Mitchell,Guard,Cleveland Cavaliers,82,48,34,0.585,3961,112.1,2742,0.721,605,380,1424,1055,1176,3816,1,11,11,11,10,7,11,14,19,21,24,6,15,4,East,58.53658537
Donte DiVincenzo,1628978,New York Knicks,AWAY,29.06,5.57,12.73,0.43,3.7,9.19,0.4,1.14,1.54,0.38,0.89,2.76,3.65,2.76,1.38,1.38,0.57,0.49,2.16,1.81,15.97,3.78,15.38,Regular Season,82,50,32,https://loodibee.com/wp-content/uploads/nba-new-york-knicks-logo.png,Donte DiVincenzo,1610612752,NYK,https://cdn.nba.com/headshots/nba/latest/1040x760/1628978.png,Donte DiVincenzo,Guard,New York Knicks,82,50,32,0.61,3946,112.4,2665,0.729,612,336,1222,1008,1133,3848,1,6,6,6,23,9,21,6,17,29,5,3,13,6,East,60.97560976
Dorian Finney-Smith,1627827,Brooklyn Nets,AWAY,28.51,3.24,7.38,0.43,1.71,4.74,0.35,0.44,0.68,0.2,1.56,2.88,4.44,1.62,1,0.76,0.5,0.21,2.38,0.68,8.62,-1.59,10.56,Regular Season,82,32,50,https://loodibee.com/wp-content/uploads/nba-brooklyn-nets-logo.png,Dorian Finney-Smith,1610612751,BKN,https://cdn.nba.com/headshots/nba/latest/1040x760/1627827.png,Dorian Finney-Smith,Forward,Brooklyn Nets,82,32,50,0.39,3961,115.4,2675,0.715,556,424,1263,1146,1281,3962,1,22,22,22,10,20,20,19,28,12,9,17,25,11,East,39.02439024
Doug McDermott,203926,Indiana Pacers,AWAY,10.86,0.86,3,0.2,0.86,2.86,0.23,0,0,0,0,0.57,0.57,0.43,0,0.29,0,0,1.14,0,2.57,-2.57,1.71,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-indiana-pacers-logo.png,Doug McDermott,1610612754,IND,https://cdn.nba.com/headshots/nba/latest/1040x760/203926.png,Doug McDermott,Forward,Indiana Pacers,82,47,35,0.573,3941,117.6,2578,0.7,631,481,1297,1212,1122,4792,1,12,12,12,26,24,28,26,11,8,12,26,11,30,East,57.31707317
Draymond Green,203110,Golden State Warriors,AWAY,27.58,3.33,6.6,0.49,0.87,2.27,0.27,1.23,1.67,0.37,1.47,5.8,7.27,6.57,2.47,1.2,0.83,0.3,2.93,2.23,8.77,3.43,18.47,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-golden-state-warriors-logo.png,Draymond Green,1610612744,GSW,https://cdn.nba.com/headshots/nba/latest/1040x760/203110.png,Draymond Green,Forward,Golden State Warriors,82,46,36,0.561,3966,114.5,2834,0.725,572,377,1411,1100,1220,4074,1,16,16,16,7,15,4,10,23,23,22,9,20,14,West,56.09756098
Drew Eubanks,1629234,Phoenix Suns,AWAY,15.94,1.98,3.44,0.53,0.07,0.07,0.07,0.76,1.07,0.26,1.2,3.07,4.27,1.02,0.76,0.32,0.54,0.34,1.59,1.15,4.78,-1.61,8.39,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-phoenix-suns-logo.png,Drew Eubanks,1610612756,PHX,https://cdn.nba.com/headshots/nba/latest/1040x760/1629234.png,Drew Eubanks,Forward-Center,Phoenix Suns,82,49,33,0.598,3956,113.7,2783,0.714,610,492,1491,1150,1179,4074,1,8,8,8,17,13,7,20,18,6,25,19,16,14,West,59.75609756
Drew Peterson,1641809,Boston Celtics,AWAY,2.55,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,4,Regular Season,82,64,18,https://loodibee.com/wp-content/uploads/nba-boston-celtics-logo.png,Drew Peterson,1610612738,BOS,https://cdn.nba.com/headshots/nba/latest/1040x760/1641809.png,Drew Peterson,Forward,Boston Celtics,82,64,18,0.78,3966,110.6,2923,0.726,557,538,1093,1114,1063,3912,1,1,1,1,7,2,1,7,27,1,1,10,4,9,East,78.04878049
Duncan Robinson,1629130,Miami Heat,AWAY,28.98,5.27,10.94,0.46,3.24,7.73,0.4,1.36,1.39,0.54,0.27,2.33,2.61,3.09,1.36,0.79,0.24,0.3,2.24,1.18,15.15,1.73,14.82,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-miami-heat-logo.png,Duncan Robinson,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/1629130.png,Duncan Robinson,Forward,Miami Heat,82,46,36,0.561,3951,111.5,2702,0.734,617,280,1298,1084,1066,3802,1,16,16,16,21,5,16,3,15,30,13,7,5,3,East,56.09756098
Duop Reath,1641871,Portland Trail Blazers,AWAY,19.05,3.7,7.48,0.49,1.41,3.59,0.39,1.11,1.41,0.46,1.22,2.37,3.59,1,0.74,0.63,0.48,0.52,2.3,1.37,9.93,-2.93,10.81,Regular Season,82,21,61,https://loodibee.com/wp-content/uploads/nba-portland-trail-blazers-logo.png,Duop Reath,1610612757,POR,https://cdn.nba.com/headshots/nba/latest/1040x760/1641871.png,Duop Reath,Center,Portland Trail Blazers,82,21,61,0.256,3976,116.6,2469,0.697,627,354,1564,1163,1391,4388,1,27,27,27,2,23,30,28,12,27,28,22,29,24,West,25.6097561
Dwight Powell,203939,Dallas Mavericks,AWAY,13.68,1.07,1.62,0.47,0,0.07,0,0.79,1.17,0.34,1.48,2.03,3.52,1.07,0.52,0.31,0.45,0.21,1.72,1.45,2.93,0.83,6.83,Regular Season,82,50,32,https://loodibee.com/wp-content/uploads/nba-dallas-mavericks-logo.png,Dwight Powell,1610612742,DAL,https://cdn.nba.com/headshots/nba/latest/1040x760/203939.png,Dwight Powell,Forward-Center,Dallas Mavericks,82,50,32,0.61,3941,114.9,2724,0.711,563,406,1240,1170,1291,4186,1,6,6,6,26,18,14,21,24,17,7,24,26,20,West,60.97560976
Dylan Windler,1629685,Atlanta Hawks,AWAY,26.4,4,7,0.57,4,7,0.57,0,0,0,2,1,3,1,1,0,0,0,1,0,12,-20,12,Regular Season,82,36,46,https://loodibee.com/wp-content/uploads/nba-atlanta-hawks-logo.png,Dylan Windler,1610612737,ATL,https://cdn.nba.com/headshots/nba/latest/1040x760/1629685.png,Dylan Windler,Guard-Forward,Atlanta Hawks,82,36,46,0.439,3971,118.4,2639,0.717,615,369,1367,1121,1363,4402,1,21,21,21,3,27,22,16,16,26,18,12,28,25,East,43.90243902
Dyson Daniels,1630700,New Orleans Pelicans,AWAY,23.26,2.38,5.52,0.37,0.55,2.03,0.27,0.45,0.69,0.14,1.17,2.76,3.93,2.66,1.34,1.55,0.55,0.34,1.76,0.72,5.76,0.28,9.72,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-new-orleans-pelicans-logo.png,Dyson Daniels,1610612740,NOP,https://cdn.nba.com/headshots/nba/latest/1040x760/1630700.png,Dyson Daniels,Guard,New Orleans Pelicans,82,49,33,0.598,3941,111.9,2753,0.725,684,378,1280,1053,1117,3824,1,8,8,8,26,6,10,8,3,22,10,5,9,5,West,59.75609756
E.J. Liddell,1630604,New Orleans Pelicans,AWAY,3.34,0.2,0.8,0.07,0,0.6,0,0.4,0.4,0.2,0,0.6,0.6,0.2,0.4,0.4,0.4,0,0.4,0.2,0.8,1.8,1.4,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-new-orleans-pelicans-logo.png,E.J. Liddell,1610612740,NOP,https://cdn.nba.com/headshots/nba/latest/1040x760/1630604.png,E.J. Liddell,Forward,New Orleans Pelicans,82,49,33,0.598,3941,111.9,2753,0.725,684,378,1280,1053,1117,3824,1,8,8,8,26,6,10,8,3,22,10,5,9,5,West,59.75609756
Emoni Bates,1641734,Cleveland Cavaliers,AWAY,11.54,1.56,4.33,0.26,1,2.78,0.26,0.11,0.44,0.06,0.11,1.11,1.22,0.67,0.89,0.11,0.22,0.22,0.22,0.78,4.22,-6.11,2.44,Regular Season,82,48,34,https://loodibee.com/wp-content/uploads/cleveland-cavaliers-2010-2017.png,Emoni Bates,1610612739,CLE,https://cdn.nba.com/headshots/nba/latest/1040x760/1641734.png,Emoni Bates,Forward,Cleveland Cavaliers,82,48,34,0.585,3961,112.1,2742,0.721,605,380,1424,1055,1176,3816,1,11,11,11,10,7,11,14,19,21,24,6,15,4,East,58.53658537
Eric Gordon,201569,Phoenix Suns,AWAY,27.88,3.89,8.91,0.41,2.03,5.69,0.32,0.6,0.77,0.24,0.23,1.43,1.66,1.97,1.2,0.71,0.49,0.51,1.2,0.63,10.4,-0.34,8.83,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-phoenix-suns-logo.png,Eric Gordon,1610612756,PHX,https://cdn.nba.com/headshots/nba/latest/1040x760/201569.png,Eric Gordon,Guard,Phoenix Suns,82,49,33,0.598,3956,113.7,2783,0.714,610,492,1491,1150,1179,4074,1,8,8,8,17,13,7,20,18,6,25,19,16,14,West,59.75609756
Eugene Omoruyi,1630647,Washington Wizards,AWAY,10.13,2.15,4.3,0.43,0.45,1.25,0.21,0.75,1.3,0.31,0.8,0.95,1.75,0.7,0.5,0.65,0.25,0.45,1.2,1.05,5.5,-2.75,5.65,Regular Season,82,15,67,https://loodibee.com/wp-content/uploads/nba-washington-wizards-logo.png,Eugene Omoruyi,1610612764,WAS,https://cdn.nba.com/headshots/nba/latest/1040x760/1630647.png,Eugene Omoruyi,Forward,Washington Wizards,82,15,67,0.183,3946,118.9,2613,0.683,623,415,1401,1345,1239,4788,1,29,29,29,23,28,24,30,14,14,20,30,23,29,East,18.29268293
Evan Fournier,203095,Detroit Pistons,AWAY,16.76,2.4,5.8,0.37,1.07,3.47,0.26,0.8,1.13,0.35,0.2,1.53,1.73,1.47,0.53,0.87,0.07,0.2,1.07,0.67,6.67,-4.27,6.53,Regular Season,82,14,68,https://loodibee.com/wp-content/uploads/nba-detroit-pistons-logo.png,Evan Fournier,1610612765,DET,https://cdn.nba.com/headshots/nba/latest/1040x760/203095.png,Evan Fournier,Guard-Forward,Detroit Pistons,82,14,68,0.171,3951,118,2692,0.73,531,384,1611,1138,1165,4468,1,30,30,30,21,25,18,5,30,20,30,16,14,27,East,17.07317073
Evan Mobley,1630596,Cleveland Cavaliers,AWAY,29.35,6.5,10.58,0.61,0.46,1.12,0.24,2.42,3.38,0.54,2.38,6.62,9,3.29,1.54,0.71,1.38,0.62,2.75,2.75,15.88,0.08,23.67,Regular Season,82,48,34,https://loodibee.com/wp-content/uploads/cleveland-cavaliers-2010-2017.png,Evan Mobley,1610612739,CLE,https://cdn.nba.com/headshots/nba/latest/1040x760/1630596.png,Evan Mobley,Center,Cleveland Cavaliers,82,48,34,0.585,3961,112.1,2742,0.721,605,380,1424,1055,1176,3816,1,11,11,11,10,7,11,14,19,21,24,6,15,4,East,58.53658537
Franz Wagner,1630532,Orlando Magic,AWAY,32.15,8.15,15.92,0.51,1.49,4.77,0.28,3.64,4.21,0.77,1.03,4.13,5.15,3.82,1.64,1,0.41,0.87,2.05,3.62,21.44,4.51,21.85,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-orlando-magic-logo.png,Franz Wagner,1610612753,ORL,https://cdn.nba.com/headshots/nba/latest/1040x760/1630532.png,Franz Wagner,Forward,Orlando Magic,82,47,35,0.573,3956,110.8,2608,0.737,669,423,1348,994,1189,3892,1,12,12,12,17,3,25,2,5,13,16,2,19,8,East,57.31707317
Fred VanVleet,1627832,Houston Rockets,AWAY,36.45,5.58,13.29,0.41,3.29,7.94,0.41,2.65,3.16,0.63,0.68,3.06,3.74,7.9,1.68,1.19,0.9,0.42,2.65,2.74,17.1,3.58,20.94,Regular Season,82,41,41,https://loodibee.com/wp-content/uploads/nba-houston-rockets-logo.png,Fred VanVleet,1610612745,HOU,https://cdn.nba.com/headshots/nba/latest/1040x760/1627832.png,Fred VanVleet,Guard,Houston Rockets,82,41,41,0.5,3971,112.8,2787,0.722,639,375,1221,1130,958,3992,1,19,19,19,3,10,6,12,8,24,4,14,1,12,West,50
GG Jackson II,1641713,Memphis Grizzlies,AWAY,24.52,4.81,11.41,0.4,1.93,5.56,0.3,2.19,3.07,0.54,0.93,3,3.93,1.22,1.41,0.44,0.52,0.96,1.63,2.11,13.74,-1.19,10.96,Regular Season,82,27,55,https://loodibee.com/wp-content/uploads/nba-memphis-grizzlies-logo.png,GG Jackson II,1610612763,MEM,https://cdn.nba.com/headshots/nba/latest/1040x760/1641713.png,GG Jackson II,Forward,Memphis Grizzlies,82,27,55,0.329,3956,113.7,2598,0.706,673,501,1514,1146,1236,3948,1,24,24,24,17,12,27,23,4,4,26,17,22,10,West,32.92682927
Gabe Vincent,1629216,Los Angeles Lakers,AWAY,21.24,1.6,4.4,0.26,0.2,2,0.07,0,0,0,0.2,0,0.2,1.8,0.4,0.6,0,0.2,2.4,0.4,3.4,4.8,2.8,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-los-angeles-lakers-logo.png,Gabe Vincent,1610612747,LAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1629216.png,Gabe Vincent,Guard,Los Angeles Lakers,82,47,35,0.573,3971,114.8,2859,0.725,605,453,1395,1225,1331,4206,1,12,12,12,3,17,2,11,19,11,19,27,27,21,West,57.31707317
Garrett Temple,202066,Toronto Raptors,AWAY,8.37,0.79,2.57,0.35,0.36,1.36,0.21,0.79,0.86,0.25,0.5,0.71,1.21,0.79,0.43,0.07,0.14,0.14,0.93,0.64,2.71,-3.43,2.64,Regular Season,82,25,57,https://loodibee.com/wp-content/uploads/nba-toronto-raptors-logo-2020.png,Garrett Temple,1610612761,TOR,https://cdn.nba.com/headshots/nba/latest/1040x760/202066.png,Garrett Temple,Guard-Forward,Toronto Raptors,82,25,57,0.305,3961,118.1,2607,0.694,634,388,1412,1282,1188,4456,1,25,25,25,10,26,26,29,10,19,23,29,18,26,East,30.48780488
Garrison Mathews,1629726,Atlanta Hawks,AWAY,15.17,1.31,3.22,0.37,1.06,2.78,0.35,0.36,0.47,0.13,0.28,1.17,1.44,0.53,0.33,0.28,0.11,0.06,1.81,0.86,4.03,-1.86,4.03,Regular Season,82,36,46,https://loodibee.com/wp-content/uploads/nba-atlanta-hawks-logo.png,Garrison Mathews,1610612737,ATL,https://cdn.nba.com/headshots/nba/latest/1040x760/1629726.png,Garrison Mathews,Guard,Atlanta Hawks,82,36,46,0.439,3971,118.4,2639,0.717,615,369,1367,1121,1363,4402,1,21,21,21,3,27,22,16,16,26,18,12,28,25,East,43.90243902
Gary Harris,203914,Orlando Magic,AWAY,25.09,2.31,5.55,0.4,1.45,3.86,0.42,0.69,0.83,0.33,0.45,1.38,1.83,1.9,0.52,1.07,0.21,0.14,1.9,0.76,6.76,5,7.86,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-orlando-magic-logo.png,Gary Harris,1610612753,ORL,https://cdn.nba.com/headshots/nba/latest/1040x760/203914.png,Gary Harris,Guard,Orlando Magic,82,47,35,0.573,3956,110.8,2608,0.737,669,423,1348,994,1189,3892,1,12,12,12,17,3,25,2,5,13,16,2,19,8,East,57.31707317
Gary Payton II,1627780,Golden State Warriors,AWAY,15.89,2.44,4.48,0.56,0.52,1.3,0.28,0.26,0.52,0.15,1.33,1.44,2.78,1.19,0.59,1.04,0.41,0.37,1.89,0.63,5.67,1.22,8.19,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-golden-state-warriors-logo.png,Gary Payton II,1610612744,GSW,https://cdn.nba.com/headshots/nba/latest/1040x760/1627780.png,Gary Payton II,Guard,Golden State Warriors,82,46,36,0.561,3966,114.5,2834,0.725,572,377,1411,1100,1220,4074,1,16,16,16,7,15,4,10,23,23,22,9,20,14,West,56.09756098
Gary Trent Jr.,1629018,Toronto Raptors,AWAY,28.25,5.08,11.73,0.42,2.59,6.65,0.37,1.24,1.49,0.36,0.24,2.43,2.68,1.46,0.65,1.11,0.19,0.27,1.32,1.24,14,-2.62,11.89,Regular Season,82,25,57,https://loodibee.com/wp-content/uploads/nba-toronto-raptors-logo-2020.png,Gary Trent Jr.,1610612761,TOR,https://cdn.nba.com/headshots/nba/latest/1040x760/1629018.png,Gary Trent Jr.,Guard,Toronto Raptors,82,25,57,0.305,3961,118.1,2607,0.694,634,388,1412,1282,1188,4456,1,25,25,25,10,26,26,29,10,19,23,29,18,26,East,30.48780488
Georges Niang,1627777,Cleveland Cavaliers,AWAY,23.15,3.74,8.31,0.44,1.92,5.03,0.35,0.56,0.64,0.25,0.33,3.31,3.64,1.33,0.9,0.41,0.1,0.28,2.31,0.62,9.97,1.33,9.92,Regular Season,82,48,34,https://loodibee.com/wp-content/uploads/cleveland-cavaliers-2010-2017.png,Georges Niang,1610612739,CLE,https://cdn.nba.com/headshots/nba/latest/1040x760/1627777.png,Georges Niang,Forward,Cleveland Cavaliers,82,48,34,0.585,3961,112.1,2742,0.721,605,380,1424,1055,1176,3816,1,11,11,11,10,7,11,14,19,21,24,6,15,4,East,58.53658537
Giannis Antetokounmpo,203507,Milwaukee Bucks,AWAY,35.33,11.32,18.53,0.61,0.41,1.47,0.23,7.03,10.59,0.65,2.85,8.88,11.74,7.18,3.56,1.21,1.21,1.29,2.82,8,30.09,6.21,37.09,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-milwaukee-bucks-logo.png,Giannis Antetokounmpo,1610612749,MIL,https://cdn.nba.com/headshots/nba/latest/1040x760/203507.png,Giannis Antetokounmpo,Forward,Milwaukee Bucks,82,49,33,0.598,3961,115,2850,0.731,558,413,1227,1121,1118,4182,1,8,8,8,10,19,3,4,26,15,6,12,10,19,East,59.75609756
Goga Bitadze,1629048,Orlando Magic,AWAY,16.61,2.27,3.88,0.5,0.03,0.18,0.03,1,1.55,0.34,2.03,3.18,5.21,1.18,0.55,0.48,1.27,0.39,1.85,1.21,5.58,1.97,11.03,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-orlando-magic-logo.png,Goga Bitadze,1610612753,ORL,https://cdn.nba.com/headshots/nba/latest/1040x760/1629048.png,Goga Bitadze,Center-Forward,Orlando Magic,82,47,35,0.573,3956,110.8,2608,0.737,669,423,1348,994,1189,3892,1,12,12,12,17,3,25,2,5,13,16,2,19,8,East,57.31707317
Gordon Hayward,202330,Charlotte Hornets,AWAY,32.31,5.8,12,0.49,0.8,2.1,0.32,2.7,3.9,0.49,1.7,3.3,5,4.7,2.9,0.9,0.7,0.6,1.4,3.2,15.1,-1.4,16.1,Regular Season,82,21,61,https://loodibee.com/wp-content/uploads/nba-charlotte-hornets-logo.png,Gordon Hayward,1610612760,OKC,https://cdn.nba.com/headshots/nba/latest/1040x760/202330.png,Gordon Hayward,Forward,Oklahoma City Thunder,82,57,25,0.695,3961,111,2725,0.698,694,538,1211,1258,1025,3852,1,2,2,2,10,4,12,27,1,1,3,28,3,7,East,25.6097561
Gradey Dick,1641711,Toronto Raptors,AWAY,20.95,2.97,7.39,0.38,1.36,4.03,0.27,0.97,1.06,0.39,0.52,1.67,2.18,1.15,1.03,0.61,0.06,0.36,1.61,0.94,8.27,-8.61,6.73,Regular Season,82,25,57,https://loodibee.com/wp-content/uploads/nba-toronto-raptors-logo-2020.png,Gradey Dick,1610612761,TOR,https://cdn.nba.com/headshots/nba/latest/1040x760/1641711.png,Gradey Dick,Guard-Forward,Toronto Raptors,82,25,57,0.305,3961,118.1,2607,0.694,634,388,1412,1282,1188,4456,1,25,25,25,10,26,26,29,10,19,23,29,18,26,East,30.48780488
Grant Williams,1629684,Charlotte Hornets,AWAY,30.5,4.94,10,0.5,1.69,4.5,0.43,2.25,3.19,0.48,1.44,3.75,5.19,3.25,2,0.56,0.56,0.44,3,3.88,13.81,-3.19,15.38,Regular Season,82,21,61,https://loodibee.com/wp-content/uploads/nba-charlotte-hornets-logo.png,Grant Williams,1610612766,CHA,https://cdn.nba.com/headshots/nba/latest/1040x760/1629684.png,Grant Williams,Forward,Charlotte Hornets,82,21,61,0.256,3946,119.2,2538,0.709,562,371,1401,1160,1128,4308,1,27,27,27,23,29,29,22,25,25,20,21,12,23,East,25.6097561
Grayson Allen,1628960,Phoenix Suns,AWAY,33.75,4.72,9.15,0.52,2.98,6.02,0.5,1.8,2.05,0.6,0.6,3.35,3.95,2.9,1.25,0.85,0.6,0.45,2.12,1.88,14.22,3.75,16.6,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-phoenix-suns-logo.png,Grayson Allen,1610612756,PHX,https://cdn.nba.com/headshots/nba/latest/1040x760/1628960.png,Grayson Allen,Guard,Phoenix Suns,82,49,33,0.598,3956,113.7,2783,0.714,610,492,1491,1150,1179,4074,1,8,8,8,17,13,7,20,18,6,25,19,16,14,West,59.75609756
Greg Brown III,1630535,Dallas Mavericks,AWAY,8.34,1.25,2.5,0.4,0.25,0.75,0.12,1,2.25,0.24,0.75,1.5,2.25,0.75,0.5,0,0.75,0.25,1,1.25,3.75,1.25,4.5,Regular Season,82,50,32,https://loodibee.com/wp-content/uploads/nba-dallas-mavericks-logo.png,Greg Brown III,1610612742,DAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1630535.png,Greg Brown III,Forward,Dallas Mavericks,82,50,32,0.61,3941,114.9,2724,0.711,563,406,1240,1170,1291,4186,1,6,6,6,26,18,14,21,24,17,7,24,26,20,West,60.97560976
Gui Santos,1630611,Golden State Warriors,AWAY,8.43,1.07,2.21,0.45,0.29,1.14,0.19,0.57,0.57,0.29,0.79,1.36,2.14,0.79,0.5,0.07,0,0.07,1.07,0.5,3,0.93,4.36,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-golden-state-warriors-logo.png,Gui Santos,1610612744,GSW,https://cdn.nba.com/headshots/nba/latest/1040x760/1630611.png,Gui Santos,Forward,Golden State Warriors,82,46,36,0.561,3966,114.5,2834,0.725,572,377,1411,1100,1220,4074,1,16,16,16,7,15,4,10,23,23,22,9,20,14,West,56.09756098
Harrison Barnes,203084,Sacramento Kings,AWAY,27.96,3.56,8.09,0.41,1.6,4.56,0.28,2.07,2.56,0.59,0.56,2.42,2.98,0.91,0.6,0.58,0.14,0.28,1.28,2.09,10.79,-3.88,9.77,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-sacramento-kings-logo.png,Harrison Barnes,1610612758,SAC,https://cdn.nba.com/headshots/nba/latest/1040x760/203084.png,Harrison Barnes,Forward,Sacramento Kings,82,46,36,0.561,3971,114.4,2719,0.744,625,342,1349,891,962,4006,1,16,16,16,3,14,15,1,13,28,17,1,2,13,West,56.09756098
Harry Giles III,1628385,Brooklyn Nets,AWAY,4.73,1.25,2.75,0.38,0,0.75,0,0.25,0.75,0.25,0.5,0.5,1,0.5,0.5,0,0.5,0,1,0.5,2.75,1.5,2.25,Regular Season,82,32,50,https://loodibee.com/wp-content/uploads/nba-brooklyn-nets-logo.png,Harry Giles III,1610612747,LAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1628385.png,Harry Giles III,Forward-Center,Los Angeles Lakers,82,47,35,0.573,3971,114.8,2859,0.725,605,453,1395,1225,1331,4206,1,12,12,12,3,17,2,11,19,11,19,27,27,21,East,39.02439024
Haywood Highsmith,1629312,Miami Heat,AWAY,20.98,2.3,5.1,0.43,1,3.03,0.28,0.6,0.87,0.25,0.8,2.27,3.07,0.9,0.57,0.97,0.5,0.23,1.53,1,6.2,3.13,8,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-miami-heat-logo.png,Haywood Highsmith,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/1629312.png,Haywood Highsmith,Forward,Miami Heat,82,46,36,0.561,3951,111.5,2702,0.734,617,280,1298,1084,1066,3802,1,16,16,16,21,5,16,3,15,30,13,7,5,3,East,56.09756098
Henri Drell,1630929,Chicago Bulls,AWAY,2.6,0.5,1.5,0.25,0,1,0,0,0,0,0.5,0.5,1,1,0,0,0,0,0.5,0,1,0,2,Regular Season,82,39,43,https://loodibee.com/wp-content/uploads/nba-chicago-bulls-logo.png,Henri Drell,1610612741,CHI,https://cdn.nba.com/headshots/nba/latest/1040x760/1630929.png,Henri Drell,Forward,Chicago Bulls,82,39,43,0.476,3996,115.7,2677,0.717,638,394,1249,1133,1088,3726,1,20,20,20,1,22,19,17,9,18,8,15,7,1,East,47.56097561
Herbert Jones,1630529,New Orleans Pelicans,AWAY,30.3,3.77,7.6,0.5,1.34,3.37,0.4,1.83,2.2,0.56,0.97,2.77,3.74,2.74,1.17,1.11,0.77,0.54,2.94,1.86,10.71,4.31,13.71,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-new-orleans-pelicans-logo.png,Herbert Jones,1610612740,NOP,https://cdn.nba.com/headshots/nba/latest/1040x760/1630529.png,Herbert Jones,Forward,New Orleans Pelicans,82,49,33,0.598,3941,111.9,2753,0.725,684,378,1280,1053,1117,3824,1,8,8,8,26,6,10,8,3,22,10,5,9,5,West,59.75609756
Hunter Tyson,1641816,Denver Nuggets,AWAY,2.05,0.5,0.9,0.3,0.2,0.5,0.15,0,0,0,0,0.2,0.2,0.2,0,0.1,0,0,0.4,0,1.2,1.2,1.3,Regular Season,82,57,25,https://loodibee.com/wp-content/uploads/nba-denver-nuggets-logo-2018.png,Hunter Tyson,1610612743,DEN,https://cdn.nba.com/headshots/nba/latest/1040x760/1641816.png,Hunter Tyson,Forward,Denver Nuggets,82,57,25,0.695,3941,112.3,2762,0.718,585,456,1301,1086,1109,4128,1,2,2,2,26,8,9,15,21,10,14,8,8,18,West,69.51219512
